c_t,o_t,o,h,l,c,v
2022-12-12 03:30:00,2022-12-12 03:25:00,16904.31,16910.0,16899.82,16905.36,667.44708
2022-12-12 03:35:00,2022-12-12 03:30:00,16905.89,16920.52,16901.35,16918.76,890.4265
2022-12-12 03:40:00,2022-12-12 03:35:00,16919.39,16920.28,16907.05,16911.56,630.57531
2022-12-12 03:45:00,2022-12-12 03:40:00,16912.19,16920.78,16905.47,16916.63,794.89881
2022-12-12 03:50:00,2022-12-12 03:45:00,16916.62,16920.02,16913.01,16914.18,610.13075
2022-12-12 03:55:00,2022-12-12 03:50:00,16914.87,16916.35,16908.94,16914.26,540.04121
2022-12-12 04:00:00,2022-12-12 03:55:00,16914.26,16921.12,16906.7,16918.97,961.37411
2022-12-12 04:05:00,2022-12-12 04:00:00,16918.69,16925.05,16913.8,16919.08,980.12815
2022-12-12 04:10:00,2022-12-12 04:05:00,16919.08,16921.21,16906.82,16909.29,1330.86936
2022-12-12 04:15:00,2022-12-12 04:10:00,16909.82,16922.11,16903.64,16920.15,804.40769
2022-12-12 04:20:00,2022-12-12 04:15:00,16920.15,16938.08,16919.53,16933.24,1104.12773
2022-12-12 04:25:00,2022-12-12 04:20:00,16933.28,16934.05,16925.47,16931.23,662.98393
2022-12-12 04:30:00,2022-12-12 04:25:00,16930.63,16933.28,16925.0,16925.59,511.02969
2022-12-12 04:35:00,2022-12-12 04:30:00,16925.89,16938.21,16925.0,16932.66,539.26526
2022-12-12 04:40:00,2022-12-12 04:35:00,16933.29,16933.65,16927.18,16929.65,628.54215
2022-12-12 04:45:00,2022-12-12 04:40:00,16929.65,16933.46,16922.89,16928.86,560.33686
2022-12-12 04:50:00,2022-12-12 04:45:00,16928.86,16932.51,16923.65,16928.44,443.1511
2022-12-12 04:55:00,2022-12-12 04:50:00,16928.44,16934.02,16925.96,16928.18,512.76159
2022-12-12 05:00:00,2022-12-12 04:55:00,16928.63,16936.55,16926.01,16932.45,618.79431
2022-12-12 05:05:00,2022-12-12 05:00:00,16933.01,16934.83,16928.5,16933.2,550.12639
2022-12-12 05:10:00,2022-12-12 05:05:00,16933.2,16933.62,16925.02,16928.11,587.91205
2022-12-12 05:15:00,2022-12-12 05:10:00,16928.11,16932.76,16923.92,16928.68,592.08021
2022-12-12 05:20:00,2022-12-12 05:15:00,16928.22,16933.7,16926.21,16931.39,476.17206
2022-12-12 05:25:00,2022-12-12 05:20:00,16931.39,16935.44,16929.17,16933.55,652.19507
2022-12-12 05:30:00,2022-12-12 05:25:00,16933.05,16933.55,16923.91,16927.48,705.45006
2022-12-12 05:35:00,2022-12-12 05:30:00,16927.48,16943.25,16925.59,16935.84,760.85807
2022-12-12 05:40:00,2022-12-12 05:35:00,16936.22,16938.27,16931.2,16937.46,507.00064
2022-12-12 05:45:00,2022-12-12 05:40:00,16937.46,16941.68,16935.32,16939.52,482.55996
2022-12-12 05:50:00,2022-12-12 05:45:00,16938.89,16948.31,16938.04,16945.36,752.88416
2022-12-12 05:55:00,2022-12-12 05:50:00,16944.95,16947.82,16937.75,16946.17,693.01639
2022-12-12 06:00:00,2022-12-12 05:55:00,16946.17,16948.66,16941.87,16945.12,480.95007
2022-12-12 06:05:00,2022-12-12 06:00:00,16945.12,16945.31,16934.27,16938.62,702.33153
2022-12-12 06:10:00,2022-12-12 06:05:00,16938.09,16941.75,16935.99,16940.05,396.17755
2022-12-12 06:15:00,2022-12-12 06:10:00,16940.6,16941.01,16933.47,16936.51,490.88483
2022-12-12 06:20:00,2022-12-12 06:15:00,16937.07,16942.51,16936.02,16938.23,489.12092
2022-12-12 06:25:00,2022-12-12 06:20:00,16938.23,16940.32,16935.26,16937.81,445.34929
2022-12-12 06:30:00,2022-12-12 06:25:00,16937.81,16943.34,16936.01,16937.5,472.08231
2022-12-12 06:35:00,2022-12-12 06:30:00,16937.5,16941.24,16933.33,16936.03,618.51546
2022-12-12 06:40:00,2022-12-12 06:35:00,16936.03,16941.92,16935.19,16939.35,499.93646
2022-12-12 06:45:00,2022-12-12 06:40:00,16939.41,16943.2,16937.77,16939.41,423.29606
2022-12-12 06:50:00,2022-12-12 06:45:00,16939.66,16942.73,16933.64,16934.66,553.66747
2022-12-12 06:55:00,2022-12-12 06:50:00,16934.66,16935.66,16931.0,16931.42,654.80548
2022-12-12 07:00:00,2022-12-12 06:55:00,16931.08,16940.08,16926.01,16939.47,680.01865
2022-12-12 07:05:00,2022-12-12 07:00:00,16939.34,16943.94,16937.29,16941.37,697.18732
2022-12-12 07:10:00,2022-12-12 07:05:00,16941.89,16941.89,16933.23,16935.69,627.97713
2022-12-12 07:15:00,2022-12-12 07:10:00,16936.0,16937.35,16930.32,16931.41,645.09398
2022-12-12 07:20:00,2022-12-12 07:15:00,16931.41,16932.55,16921.53,16923.05,726.52314
2022-12-12 07:25:00,2022-12-12 07:20:00,16923.05,16925.0,16906.74,16911.76,1182.07018
2022-12-12 07:30:00,2022-12-12 07:25:00,16911.42,16924.94,16906.05,16923.72,972.8706
2022-12-12 07:35:00,2022-12-12 07:30:00,16923.72,16926.23,16916.46,16918.85,581.53069
2022-12-12 07:40:00,2022-12-12 07:35:00,16918.85,16923.81,16917.38,16922.74,329.85528
2022-12-12 07:45:00,2022-12-12 07:40:00,16922.56,16931.83,16917.94,16925.99,663.84386
2022-12-12 07:50:00,2022-12-12 07:45:00,16926.51,16929.99,16924.0,16926.08,522.20436
2022-12-12 07:55:00,2022-12-12 07:50:00,16926.61,16927.61,16922.68,16926.68,318.85613
2022-12-12 08:00:00,2022-12-12 07:55:00,16927.09,16927.79,16922.23,16923.94,458.97966
2022-12-12 08:05:00,2022-12-12 08:00:00,16923.61,16928.0,16918.05,16924.34,754.43225
2022-12-12 08:10:00,2022-12-12 08:05:00,16923.98,16930.46,16916.0,16916.91,747.42052
2022-12-12 08:15:00,2022-12-12 08:10:00,16916.41,16922.25,16913.67,16914.13,689.67585
2022-12-12 08:20:00,2022-12-12 08:15:00,16914.65,16915.03,16903.55,16908.86,771.59083
2022-12-12 08:25:00,2022-12-12 08:20:00,16908.86,16922.45,16903.49,16920.44,885.39038
2022-12-12 08:30:00,2022-12-12 08:25:00,16919.7,16927.53,16915.76,16925.78,602.39727
2022-12-12 08:35:00,2022-12-12 08:30:00,16925.55,16939.0,16915.0,16932.84,995.65394
2022-12-12 08:40:00,2022-12-12 08:35:00,16932.72,16938.99,16923.29,16927.18,578.42139
2022-12-12 08:45:00,2022-12-12 08:40:00,16927.18,16931.59,16925.02,16927.71,406.6052
2022-12-12 08:50:00,2022-12-12 08:45:00,16927.08,16932.87,16925.57,16932.84,415.6339
2022-12-12 08:55:00,2022-12-12 08:50:00,16932.12,16935.0,16929.37,16934.03,569.74137
2022-12-12 09:00:00,2022-12-12 08:55:00,16934.03,16941.31,16929.97,16935.11,835.72682
2022-12-12 09:05:00,2022-12-12 09:00:00,16935.11,16941.88,16930.69,16940.17,911.76759
2022-12-12 09:10:00,2022-12-12 09:05:00,16940.17,16945.04,16936.47,16941.24,963.08784
2022-12-12 09:15:00,2022-12-12 09:10:00,16940.63,16946.51,16936.38,16940.1,755.11522
2022-12-12 09:20:00,2022-12-12 09:15:00,16940.1,16944.38,16938.19,16944.35,441.8347
2022-12-12 09:25:00,2022-12-12 09:20:00,16944.34,16944.91,16936.14,16941.69,454.21318
2022-12-12 09:30:00,2022-12-12 09:25:00,16941.69,16943.54,16936.52,16940.22,414.53916
2022-12-12 09:35:00,2022-12-12 09:30:00,16940.64,16956.38,16939.95,16955.41,758.52426
2022-12-12 09:40:00,2022-12-12 09:35:00,16955.98,16971.07,16950.39,16967.29,1312.5122
2022-12-12 09:45:00,2022-12-12 09:40:00,16967.29,16971.7,16956.62,16966.61,963.98755
2022-12-12 09:50:00,2022-12-12 09:45:00,16966.61,16975.0,16959.99,16961.64,837.7737
2022-12-12 09:55:00,2022-12-12 09:50:00,16961.09,16966.89,16958.11,16962.86,472.42771
2022-12-12 10:00:00,2022-12-12 09:55:00,16962.86,16964.44,16957.91,16961.21,366.80402
2022-12-12 10:05:00,2022-12-12 10:00:00,16961.41,16968.48,16959.54,16968.04,500.29631
2022-12-12 10:10:00,2022-12-12 10:05:00,16968.04,16969.85,16960.77,16965.87,381.05198
2022-12-12 10:15:00,2022-12-12 10:10:00,16965.87,16973.74,16963.2,16970.34,530.10237
2022-12-12 10:20:00,2022-12-12 10:15:00,16970.82,16972.59,16965.51,16969.66,640.45485
2022-12-12 10:25:00,2022-12-12 10:20:00,16969.66,16973.42,16968.07,16970.72,517.33676
2022-12-12 10:30:00,2022-12-12 10:25:00,16970.72,16991.44,16970.15,16987.38,842.19601
2022-12-12 10:35:00,2022-12-12 10:30:00,16987.83,16991.09,16976.07,16981.42,700.06333
2022-12-12 10:40:00,2022-12-12 10:35:00,16980.87,16982.98,16976.4,16977.29,391.57505
2022-12-12 10:45:00,2022-12-12 10:40:00,16977.29,16997.67,16976.49,16995.18,924.42944
2022-12-12 10:50:00,2022-12-12 10:45:00,16995.52,17008.4,16991.91,16993.73,1239.90052
2022-12-12 10:55:00,2022-12-12 10:50:00,16994.12,16998.66,16990.34,16993.61,620.10818
2022-12-12 11:00:00,2022-12-12 10:55:00,16993.61,16996.95,16982.32,16987.47,700.39722
2022-12-12 11:05:00,2022-12-12 11:00:00,16987.47,16990.63,16983.73,16985.57,665.31607
2022-12-12 11:10:00,2022-12-12 11:05:00,16986.1,16986.51,16981.02,16984.13,512.50329
2022-12-12 11:15:00,2022-12-12 11:10:00,16984.66,16986.08,16979.88,16980.67,380.78964
2022-12-12 11:20:00,2022-12-12 11:15:00,16980.66,16986.11,16978.74,16984.43,475.06108
2022-12-12 11:25:00,2022-12-12 11:20:00,16983.84,16986.92,16982.03,16985.26,369.64102
2022-12-12 11:30:00,2022-12-12 11:25:00,16985.26,16986.26,16980.85,16984.17,368.73104
2022-12-12 11:35:00,2022-12-12 11:30:00,16984.17,16985.0,16979.29,16984.01,347.25982
2022-12-12 11:40:00,2022-12-12 11:35:00,16983.62,16986.1,16980.05,16983.16,528.64602
2022-12-12 11:45:00,2022-12-12 11:40:00,16983.64,16991.98,16983.16,16991.28,531.66657
2022-12-12 11:50:00,2022-12-12 11:45:00,16991.28,16993.54,16984.01,16989.56,409.62395
2022-12-12 11:55:00,2022-12-12 11:50:00,16989.56,16990.8,16984.54,16985.53,503.20946
2022-12-12 12:00:00,2022-12-12 11:55:00,16985.53,16989.45,16983.86,16988.62,352.333
2022-12-12 12:05:00,2022-12-12 12:00:00,16989.45,16989.8,16984.31,16985.8,550.17835
2022-12-12 12:10:00,2022-12-12 12:05:00,16985.35,16987.15,16977.0,16983.16,710.67148
2022-12-12 12:15:00,2022-12-12 12:10:00,16982.9,17010.0,16982.29,17003.31,1162.97435
2022-12-12 12:20:00,2022-12-12 12:15:00,17003.35,17005.97,16968.0,16976.93,1279.63605
2022-12-12 12:25:00,2022-12-12 12:20:00,16976.93,16977.66,16937.76,16956.53,2504.39313
2022-12-12 12:30:00,2022-12-12 12:25:00,16956.53,16984.1,16947.26,16955.86,1741.29721
2022-12-12 12:35:00,2022-12-12 12:30:00,16955.86,16961.89,16929.92,16943.54,1708.72854
2022-12-12 12:40:00,2022-12-12 12:35:00,16943.54,16949.13,16920.61,16938.66,1578.79052
2022-12-12 12:45:00,2022-12-12 12:40:00,16939.45,16957.15,16930.04,16949.72,1365.12522
2022-12-12 12:50:00,2022-12-12 12:45:00,16950.16,16980.9,16949.58,16978.52,1532.88212
2022-12-12 12:55:00,2022-12-12 12:50:00,16978.52,16983.89,16967.04,16968.09,1065.04696
2022-12-12 13:00:00,2022-12-12 12:55:00,16968.07,16969.13,16956.28,16961.55,746.85138
2022-12-12 13:05:00,2022-12-12 13:00:00,16962.13,16974.24,16960.77,16968.03,1022.44633
2022-12-12 13:10:00,2022-12-12 13:05:00,16968.03,16978.16,16967.53,16974.22,740.75578
2022-12-12 13:15:00,2022-12-12 13:10:00,16974.22,16977.48,16965.73,16970.33,496.4787
2022-12-12 13:20:00,2022-12-12 13:15:00,16970.33,16971.1,16960.0,16961.45,463.42197
2022-12-12 13:25:00,2022-12-12 13:20:00,16961.47,16967.2,16960.58,16963.75,340.52089
2022-12-12 13:30:00,2022-12-12 13:25:00,16963.38,16976.0,16960.36,16973.42,501.81038
2022-12-12 13:35:00,2022-12-12 13:30:00,16972.77,16993.78,16972.74,16990.08,818.66313
2022-12-12 13:40:00,2022-12-12 13:35:00,16990.41,16992.45,16979.37,16986.8,760.81539
2022-12-12 13:45:00,2022-12-12 13:40:00,16986.8,16990.79,16973.98,16979.12,705.50697
2022-12-12 13:50:00,2022-12-12 13:45:00,16979.13,17002.89,16979.11,17002.42,887.15135
2022-12-12 13:55:00,2022-12-12 13:50:00,17001.8,17002.42,16977.84,16978.78,832.27671
2022-12-12 14:00:00,2022-12-12 13:55:00,16978.78,16981.65,16965.7,16970.47,859.38665
2022-12-12 14:05:00,2022-12-12 14:00:00,16970.49,16988.45,16967.93,16986.45,651.85878
2022-12-12 14:10:00,2022-12-12 14:05:00,16986.45,16998.29,16985.03,16996.1,697.06154
2022-12-12 14:15:00,2022-12-12 14:10:00,16996.6,17004.5,16996.06,16998.83,867.57011
2022-12-12 14:20:00,2022-12-12 14:15:00,16998.27,17054.79,16993.03,17021.37,1763.58299
2022-12-12 14:25:00,2022-12-12 14:20:00,17021.43,17035.08,17007.57,17022.55,1385.06516
2022-12-12 14:30:00,2022-12-12 14:25:00,17022.55,17022.55,17000.0,17002.62,912.65667
2022-12-12 14:35:00,2022-12-12 14:30:00,17002.62,17014.33,16982.43,16988.46,1895.58731
2022-12-12 14:40:00,2022-12-12 14:35:00,16989.29,16995.36,16979.88,16980.04,1056.40182
2022-12-12 14:45:00,2022-12-12 14:40:00,16980.78,17012.45,16979.81,17012.38,1191.7854
2022-12-12 14:50:00,2022-12-12 14:45:00,17012.45,17023.41,17006.52,17016.59,1713.39986
2022-12-12 14:55:00,2022-12-12 14:50:00,17017.43,17037.16,17015.11,17021.82,1158.06887
2022-12-12 15:00:00,2022-12-12 14:55:00,17021.82,17024.15,17011.83,17018.29,637.19277
2022-12-12 15:05:00,2022-12-12 15:00:00,17017.89,17039.94,17017.73,17038.16,1046.45361
2022-12-12 15:10:00,2022-12-12 15:05:00,17037.99,17042.95,17031.01,17032.69,935.9516
2022-12-12 15:15:00,2022-12-12 15:10:00,17032.8,17043.63,17024.88,17039.83,890.0609
2022-12-12 15:20:00,2022-12-12 15:15:00,17039.83,17042.13,17025.63,17029.92,672.0035
2022-12-12 15:25:00,2022-12-12 15:20:00,17029.8,17037.79,17027.16,17033.74,771.62346
2022-12-12 15:30:00,2022-12-12 15:25:00,17033.94,17036.79,17024.0,17026.13,759.41972
2022-12-12 15:35:00,2022-12-12 15:30:00,17025.83,17033.67,17023.35,17027.47,630.42659
2022-12-12 15:40:00,2022-12-12 15:35:00,17027.97,17029.99,17017.09,17021.47,618.72343
2022-12-12 15:45:00,2022-12-12 15:40:00,17021.47,17022.53,17012.96,17017.86,651.4961
2022-12-12 15:50:00,2022-12-12 15:45:00,17017.86,17023.56,17005.09,17007.61,766.28617
2022-12-12 15:55:00,2022-12-12 15:50:00,17007.61,17011.38,17003.8,17007.35,594.04967
2022-12-12 16:00:00,2022-12-12 15:55:00,17006.84,17012.8,17004.51,17010.81,479.25431
2022-12-12 16:05:00,2022-12-12 16:00:00,17010.19,17014.96,16994.11,17006.73,1056.78448
2022-12-12 16:10:00,2022-12-12 16:05:00,17006.73,17022.02,17005.36,17019.09,809.09644
2022-12-12 16:15:00,2022-12-12 16:10:00,17019.55,17020.16,16998.57,17000.74,574.79564
2022-12-12 16:20:00,2022-12-12 16:15:00,17001.18,17003.87,16988.01,16998.42,748.71414
2022-12-12 16:25:00,2022-12-12 16:20:00,16997.94,17012.79,16997.94,17002.17,511.76954
2022-12-12 16:30:00,2022-12-12 16:25:00,17002.17,17006.34,16998.19,17003.29,389.88247
2022-12-12 16:35:00,2022-12-12 16:30:00,17003.29,17019.34,17000.23,17016.46,658.4983
2022-12-12 16:40:00,2022-12-12 16:35:00,17016.45,17018.89,17010.86,17010.86,435.12959
2022-12-12 16:45:00,2022-12-12 16:40:00,17011.32,17014.8,17004.69,17010.98,637.40869
2022-12-12 16:50:00,2022-12-12 16:45:00,17010.97,17018.78,17009.43,17013.96,508.21566
2022-12-12 16:55:00,2022-12-12 16:50:00,17013.96,17014.83,17000.28,17008.39,580.04969
2022-12-12 17:00:00,2022-12-12 16:55:00,17007.8,17008.44,17000.0,17002.49,413.90553
2022-12-12 17:05:00,2022-12-12 17:00:00,17002.5,17009.86,17001.07,17001.69,351.20895
2022-12-12 17:10:00,2022-12-12 17:05:00,17002.22,17005.08,16996.0,17000.35,355.59913
2022-12-12 17:15:00,2022-12-12 17:10:00,17000.9,17002.81,16988.89,16991.75,384.58443
2022-12-12 17:20:00,2022-12-12 17:15:00,16991.13,17005.41,16988.31,17002.57,523.04958
2022-12-12 17:25:00,2022-12-12 17:20:00,17002.01,17002.66,16989.03,16990.53,510.26777
2022-12-12 17:30:00,2022-12-12 17:25:00,16990.53,16995.79,16981.03,16988.42,683.99756
2022-12-12 17:35:00,2022-12-12 17:30:00,16988.41,16994.9,16981.87,16994.28,460.93822
2022-12-12 17:40:00,2022-12-12 17:35:00,16994.07,17001.22,16993.74,17001.18,584.63652
2022-12-12 17:45:00,2022-12-12 17:40:00,17001.18,17005.0,17000.43,17002.31,354.70428
2022-12-12 17:50:00,2022-12-12 17:45:00,17002.63,17015.0,17001.33,17013.71,621.84143
2022-12-12 17:55:00,2022-12-12 17:50:00,17013.99,17014.97,17007.58,17011.52,455.71503
2022-12-12 18:00:00,2022-12-12 17:55:00,17012.09,17012.42,17007.55,17010.09,314.07701
2022-12-12 18:05:00,2022-12-12 18:00:00,17010.5,17019.88,17005.5,17006.31,800.96086
2022-12-12 18:10:00,2022-12-12 18:05:00,17007.05,17010.38,17005.0,17007.67,397.93559
2022-12-12 18:15:00,2022-12-12 18:10:00,17007.67,17013.43,17005.87,17010.8,325.11851
2022-12-12 18:20:00,2022-12-12 18:15:00,17010.8,17012.75,17009.34,17010.48,226.67098
2022-12-12 18:25:00,2022-12-12 18:20:00,17011.02,17027.68,17010.33,17020.51,635.00502
2022-12-12 18:30:00,2022-12-12 18:25:00,17019.84,17021.68,17011.8,17014.93,310.97972
2022-12-12 18:35:00,2022-12-12 18:30:00,17015.51,17018.71,17012.89,17015.19,380.06085
2022-12-12 18:40:00,2022-12-12 18:35:00,17015.26,17019.98,17014.0,17017.55,281.01054
2022-12-12 18:45:00,2022-12-12 18:40:00,17017.55,17020.16,17015.38,17017.32,264.99888
2022-12-12 18:50:00,2022-12-12 18:45:00,17017.25,17019.47,17014.74,17017.17,278.8547
2022-12-12 18:55:00,2022-12-12 18:50:00,17017.17,17032.0,17015.82,17022.92,604.43986
2022-12-12 19:00:00,2022-12-12 18:55:00,17022.92,17026.0,17019.15,17023.15,214.92175
2022-12-12 19:05:00,2022-12-12 19:00:00,17023.15,17031.11,17023.15,17029.28,479.42994
2022-12-12 19:10:00,2022-12-12 19:05:00,17028.82,17029.88,17016.5,17019.75,368.08972
2022-12-12 19:15:00,2022-12-12 19:10:00,17020.18,17021.69,17010.2,17012.38,480.38182
2022-12-12 19:20:00,2022-12-12 19:15:00,17011.9,17013.08,17005.7,17011.27,333.83134
2022-12-12 19:25:00,2022-12-12 19:20:00,17010.93,17018.35,17006.38,17016.32,320.94336
2022-12-12 19:30:00,2022-12-12 19:25:00,17016.32,17033.13,17012.16,17027.08,567.16233
2022-12-12 19:35:00,2022-12-12 19:30:00,17027.47,17030.64,17021.44,17027.22,362.02018
2022-12-12 19:40:00,2022-12-12 19:35:00,17027.22,17027.67,17020.94,17023.31,341.46445
2022-12-12 19:45:00,2022-12-12 19:40:00,17023.31,17025.86,17020.0,17021.3,227.05974
2022-12-12 19:50:00,2022-12-12 19:45:00,17021.3,17025.72,17019.05,17021.46,420.65044
2022-12-12 19:55:00,2022-12-12 19:50:00,17021.46,17032.39,17021.04,17032.22,443.98708
2022-12-12 20:00:00,2022-12-12 19:55:00,17032.28,17046.43,17029.63,17043.22,772.94528
2022-12-12 20:05:00,2022-12-12 20:00:00,17043.22,17054.83,17042.48,17051.13,793.93109
2022-12-12 20:10:00,2022-12-12 20:05:00,17051.13,17081.0,17049.7,17064.5,1056.75569
2022-12-12 20:15:00,2022-12-12 20:10:00,17064.5,17068.54,17053.77,17055.49,574.32285
2022-12-12 20:20:00,2022-12-12 20:15:00,17055.49,17076.23,17053.24,17068.89,632.38084
2022-12-12 20:25:00,2022-12-12 20:20:00,17068.89,17077.66,17051.29,17056.59,717.71997
2022-12-12 20:30:00,2022-12-12 20:25:00,17056.59,17067.48,17054.42,17061.23,699.16144
2022-12-12 20:35:00,2022-12-12 20:30:00,17061.23,17075.69,17060.6,17073.32,553.77574
2022-12-12 20:40:00,2022-12-12 20:35:00,17073.31,17080.99,17065.19,17070.08,542.05011
2022-12-12 20:45:00,2022-12-12 20:40:00,17069.35,17074.96,17067.76,17072.5,423.07153
2022-12-12 20:50:00,2022-12-12 20:45:00,17072.5,17076.34,17066.98,17073.18,498.97461
2022-12-12 20:55:00,2022-12-12 20:50:00,17073.18,17100.0,17068.47,17085.59,1166.89879
2022-12-12 21:00:00,2022-12-12 20:55:00,17085.59,17124.99,17078.0,17123.19,1997.16549
2022-12-12 21:05:00,2022-12-12 21:00:00,17123.57,17177.17,17118.0,17173.79,2660.44567
2022-12-12 21:10:00,2022-12-12 21:05:00,17173.25,17207.62,17151.19,17168.73,2459.89046
2022-12-12 21:15:00,2022-12-12 21:10:00,17169.77,17172.2,17135.13,17168.78,1510.23068
2022-12-12 21:20:00,2022-12-12 21:15:00,17168.78,17179.6,17147.51,17170.87,971.47997
2022-12-12 21:25:00,2022-12-12 21:20:00,17170.33,17190.53,17165.28,17189.67,1003.22908
2022-12-12 21:30:00,2022-12-12 21:25:00,17188.94,17197.07,17175.68,17183.41,828.75491
2022-12-12 21:35:00,2022-12-12 21:30:00,17183.41,17219.72,17171.38,17177.89,1074.41509
2022-12-12 21:40:00,2022-12-12 21:35:00,17177.28,17211.0,17177.26,17198.48,584.12746
2022-12-12 21:45:00,2022-12-12 21:40:00,17198.48,17208.0,17182.2,17194.67,637.36755
2022-12-12 21:50:00,2022-12-12 21:45:00,17194.67,17203.08,17177.96,17178.86,674.96728
2022-12-12 21:55:00,2022-12-12 21:50:00,17178.69,17189.03,17167.94,17172.49,666.66253
2022-12-12 22:00:00,2022-12-12 21:55:00,17172.49,17185.21,17167.34,17175.67,635.70756
2022-12-12 22:05:00,2022-12-12 22:00:00,17175.67,17190.2,17175.14,17185.91,421.02884
2022-12-12 22:10:00,2022-12-12 22:05:00,17186.26,17193.04,17176.8,17186.05,538.55668
2022-12-12 22:15:00,2022-12-12 22:10:00,17185.65,17186.06,17158.7,17162.75,405.35229
2022-12-12 22:20:00,2022-12-12 22:15:00,17163.36,17171.0,17153.46,17158.45,421.26581
2022-12-12 22:25:00,2022-12-12 22:20:00,17159.08,17167.56,17156.34,17158.36,258.24001
2022-12-12 22:30:00,2022-12-12 22:25:00,17158.36,17168.0,17153.95,17166.86,400.32234
2022-12-12 22:35:00,2022-12-12 22:30:00,17166.86,17173.94,17162.0,17171.05,327.27508
2022-12-12 22:40:00,2022-12-12 22:35:00,17170.48,17174.01,17143.0,17154.89,515.45408
2022-12-12 22:45:00,2022-12-12 22:40:00,17154.9,17174.01,17152.81,17162.02,609.78363
2022-12-12 22:50:00,2022-12-12 22:45:00,17162.02,17168.94,17145.0,17145.01,289.22265
2022-12-12 22:55:00,2022-12-12 22:50:00,17145.01,17159.99,17141.44,17157.1,298.92672
2022-12-12 23:00:00,2022-12-12 22:55:00,17157.1,17163.52,17153.83,17157.98,226.21606
2022-12-12 23:05:00,2022-12-12 23:00:00,17157.98,17175.0,17153.6,17161.67,592.93188
2022-12-12 23:10:00,2022-12-12 23:05:00,17161.67,17167.3,17157.34,17165.17,369.94236
2022-12-12 23:15:00,2022-12-12 23:10:00,17165.55,17168.89,17153.93,17157.7,327.25168
2022-12-12 23:20:00,2022-12-12 23:15:00,17157.07,17174.99,17157.07,17170.94,390.14685
2022-12-12 23:25:00,2022-12-12 23:20:00,17171.56,17185.54,17168.92,17177.34,597.91787
2022-12-12 23:30:00,2022-12-12 23:25:00,17176.72,17190.01,17168.68,17182.23,609.03598
2022-12-12 23:35:00,2022-12-12 23:30:00,17181.7,17185.36,17173.57,17183.49,339.36326
2022-12-12 23:40:00,2022-12-12 23:35:00,17183.49,17188.0,17170.31,17174.69,614.31108
2022-12-12 23:45:00,2022-12-12 23:40:00,17174.69,17217.23,17173.5,17211.12,1156.32219
2022-12-12 23:50:00,2022-12-12 23:45:00,17211.84,17219.92,17196.09,17209.11,1000.94699
2022-12-12 23:55:00,2022-12-12 23:50:00,17209.11,17241.89,17208.5,17213.86,1648.25072
2022-12-13 00:00:00,2022-12-12 23:55:00,17213.85,17215.28,17200.01,17209.83,607.70614
2022-12-13 00:05:00,2022-12-13 00:00:00,17208.93,17238.7,17204.4,17207.0,1155.47123
2022-12-13 00:10:00,2022-12-13 00:05:00,17207.0,17210.12,17179.67,17184.53,1007.93167
2022-12-13 00:15:00,2022-12-13 00:10:00,17185.1,17191.35,17179.22,17181.29,504.34889
2022-12-13 00:20:00,2022-12-13 00:15:00,17181.29,17190.0,17179.0,17180.59,482.85497
2022-12-13 00:25:00,2022-12-13 00:20:00,17180.59,17190.77,17167.6,17171.8,788.78996
2022-12-13 00:30:00,2022-12-13 00:25:00,17171.8,17173.71,17164.98,17168.63,610.56934
2022-12-13 00:35:00,2022-12-13 00:30:00,17168.63,17176.77,17161.29,17170.8,772.19777
2022-12-13 00:40:00,2022-12-13 00:35:00,17170.8,17187.98,17170.15,17179.13,487.25175
2022-12-13 00:45:00,2022-12-13 00:40:00,17179.13,17183.59,17168.42,17172.78,514.76598
2022-12-13 00:50:00,2022-12-13 00:45:00,17172.8,17174.83,17156.94,17162.61,753.98617
2022-12-13 00:55:00,2022-12-13 00:50:00,17163.09,17163.09,17145.0,17150.7,858.04595
2022-12-13 01:00:00,2022-12-13 00:55:00,17150.69,17163.99,17150.49,17159.1,479.00532
2022-12-13 01:05:00,2022-12-13 01:00:00,17159.1,17161.37,17149.01,17153.15,437.96215
2022-12-13 01:10:00,2022-12-13 01:05:00,17153.72,17159.64,17148.01,17157.45,422.00954
2022-12-13 01:15:00,2022-12-13 01:10:00,17157.28,17164.16,17154.8,17163.02,452.48606
2022-12-13 01:20:00,2022-12-13 01:15:00,17162.45,17166.98,17151.88,17152.62,379.69652
2022-12-13 01:25:00,2022-12-13 01:20:00,17153.32,17157.12,17140.09,17148.39,633.23522
2022-12-13 01:30:00,2022-12-13 01:25:00,17148.59,17163.27,17148.2,17159.09,501.74919
2022-12-13 01:35:00,2022-12-13 01:30:00,17159.09,17164.44,17155.8,17162.44,414.56379
2022-12-13 01:40:00,2022-12-13 01:35:00,17162.44,17166.66,17143.0,17147.85,568.20034
2022-12-13 01:45:00,2022-12-13 01:40:00,17148.5,17156.34,17142.83,17153.84,555.88621
2022-12-13 01:50:00,2022-12-13 01:45:00,17153.84,17155.33,17142.42,17151.11,369.03586
2022-12-13 01:55:00,2022-12-13 01:50:00,17151.11,17156.88,17146.08,17150.81,451.9596
2022-12-13 02:00:00,2022-12-13 01:55:00,17151.05,17151.79,17141.42,17146.05,500.97748
2022-12-13 02:05:00,2022-12-13 02:00:00,17146.05,17155.23,17140.88,17153.16,522.4405
2022-12-13 02:10:00,2022-12-13 02:05:00,17153.73,17158.55,17151.97,17158.2,355.00263
